generation,best_fitness,best_distance,best_time,avg_fitness,diversity,Variant
0,0.001385968771749658,311.42329833820725,512.6170997619629,0.0011292063870949976,1.0,Standard GA
1,0.001385968771749658,311.42329833820725,512.6170997619629,0.0012019249519654586,1.0,Standard GA
2,0.001385968771749658,311.42329833820725,512.6170997619629,0.0012498001850067006,1.0,Standard GA
3,0.0015681775205771296,264.5734427273628,466.386830329895,0.0013004169076493905,0.98,Standard GA
4,0.0015687151641598739,267.33667231371163,462.6596031188965,0.0013412014109915377,0.98,Standard GA
5,0.0015687151641598739,267.33667231371163,462.6596031188965,0.0014053698378192656,0.98,Standard GA
6,0.001643627034131015,252.88470947447914,444.40727949142456,0.0014319967621382783,0.97,Standard GA
7,0.0017422042168463896,236.19129697825693,422.24278354644775,0.0014681765408982824,0.98,Standard GA
8,0.0017422042168463896,236.19129697825693,422.24278354644775,0.0014913105562120892,0.98,Standard GA
9,0.0018378718825719316,216.6548780818668,409.3158621788025,0.0015131216675225928,0.97,Standard GA
10,0.0018580919087574522,216.74260722793255,401.80487871170044,0.0015655404407332158,0.97,Standard GA
11,0.0018580919087574522,216.74260722793255,401.80487871170044,0.0015843011682939831,0.98,Standard GA
12,0.0019021537645623242,207.32701984737278,397.9910430908203,0.001623098066181649,0.98,Standard GA
13,0.001909474640506281,201.64062095597177,402.5795464515686,0.0016584823304557383,0.99,Standard GA
14,0.001909474640506281,201.64062095597177,402.5795464515686,0.0016732521018316077,1.0,Standard GA
15,0.001909474640506281,201.64062095597177,402.5795464515686,0.0016909027683232169,0.99,Standard GA
16,0.001909474640506281,201.64062095597177,402.5795464515686,0.0016888635464547216,0.98,Standard GA
17,0.001909474640506281,201.64062095597177,402.5795464515686,0.0017025665935692517,0.97,Standard GA
18,0.001995199773839138,193.7828978885626,384.2750573158264,0.001700041069856708,0.98,Standard GA
19,0.001995199773839138,193.7828978885626,384.2750573158264,0.0017146555034846652,0.98,Standard GA
20,0.001995199773839138,193.7828978885626,384.2750573158264,0.0017230196275343729,0.97,Standard GA
21,0.001995199773839138,193.7828978885626,384.2750573158264,0.0017309075924864879,0.97,Standard GA
22,0.001995199773839138,193.7828978885626,384.2750573158264,0.0017381467698282277,0.94,Standard GA
23,0.0020412176074523754,185.23982175166017,380.8298120498657,0.001751079266315583,0.94,Standard GA
24,0.0020412176074523754,185.23982175166017,380.8298120498657,0.0017563262930068869,0.97,Standard GA
25,0.0020412176074523754,185.23982175166017,380.8298120498657,0.0017528929480703243,0.98,Standard GA
26,0.0020412176074523754,185.23982175166017,380.8298120498657,0.001805440517875178,0.94,Standard GA
27,0.0020412176074523754,185.23982175166017,380.8298120498657,0.0018056906746155086,0.92,Standard GA
28,0.0020412176074523754,185.23982175166017,380.8298120498657,0.0018160251611083688,0.93,Standard GA
29,0.0020412176074523754,185.23982175166017,380.8298120498657,0.0017892622774043324,0.91,Standard GA
30,0.0020412176074523754,185.23982175166017,380.8298120498657,0.001780709814814367,0.91,Standard GA
31,0.0020412176074523754,185.23982175166017,380.8298120498657,0.0018010071971324053,0.85,Standard GA
32,0.0020412176074523754,185.23982175166017,380.8298120498657,0.0018008316200115873,0.85,Standard GA
33,0.002054444558583472,185.8994429738005,376.0626554489136,0.001812330071134869,0.88,Standard GA
34,0.0020550224503958748,181.55219641118072,381.3256154060364,0.0018146781806579434,0.89,Standard GA
