LocationIDO,LocationIDD,Distance_km,Travel_Time_min
179,117,22.936383471584254,29.941736221313477
179,137,5.337782812741121,16.84937858581543
179,214,24.446638569253405,31.681781768798828
179,46,15.052408667696822,19.13027000427246
179,254,13.60417234381782,18.365829467773438
179,144,8.076441379375387,18.925132751464844
179,113,7.056023473027227,18.232318878173828
179,97,9.794883704082443,20.044763565063477
179,86,23.808813443115444,30.499794006347656
179,82,5.602783301841497,16.1168212890625
179,73,10.402378525426723,18.17222785949707
179,235,9.049886048796038,16.982572555541992
179,213,7.843573104039336,16.44904136657715
179,218,17.15208972575233,24.105358123779297
117,179,22.936383471584254,29.89012908935547
117,137,22.66964498769173,30.25662612915039
117,214,25.061251206867954,32.91556930541992
117,46,28.327740070344753,32.97287368774414
117,254,32.52447371177851,37.12217712402344
117,144,22.487665441398264,30.31493377685547
117,113,23.15586540417781,30.910110473632812
117,97,18.998710816389668,26.708377838134766
117,86,3.054893907297547,7.944057941436768
117,82,17.764361939017935,23.983680725097656
117,73,17.835879189742137,22.91836166381836
117,235,30.622782982685745,36.324214935302734
117,213,25.518091329042456,31.38625144958496
117,218,8.77797125935215,15.336210250854492
137,179,5.337782812741121,17.112262725830078
137,117,22.66964498769173,31.24065589904785
137,214,19.39380532811706,29.107776641845703
137,46,20.372559241820458,27.703371047973633
137,254,18.602281465329177,26.42723846435547
137,144,2.773099570064935,14.023810386657715
137,113,1.739271776132393,10.733577728271484
137,97,5.515479812384526,18.263660430908203
137,86,24.183035593262936,32.36017608642578
137,82,8.3944774558822,19.426982879638672
137,73,14.370357480516567,23.026180267333984
137,235,13.453874374249065,22.18843650817871
137,213,13.181170409052774,21.661231994628906
137,218,18.794595871268044,27.613216400146484
214,179,24.446638569253405,37.99761962890625
214,117,25.061251206867954,36.644290924072266
214,137,19.39380532811706,34.05569839477539
214,46,38.80894763824079,45.95643997192383
214,254,37.975605444305764,45.94355773925781
214,144,16.670422107018258,31.68391990661621
214,113,17.93330573048365,32.85002517700195
214,97,14.864689987398368,29.71989631652832
214,86,28.010688044547436,38.761566162109375
214,82,24.456369333559238,37.58546829223633
214,73,29.97710339373775,41.13605499267578
214,235,32.802281970102314,43.57252883911133
214,213,32.05781719349149,42.83150100708008
214,218,28.082790952547285,39.333553314208984
46,179,15.052408667696822,17.281112670898438
46,117,28.327740070344753,30.247350692749023
46,137,20.372559241820458,22.36919403076172
46,214,38.80894763824079,38.292823791503906
46,254,7.455572998040266,13.307397842407227
46,144,23.060785716930354,25.4061336517334
46,113,22.102264765212134,24.29535675048828
46,97,23.96332675334798,26.49129295349121
46,86,27.48351563990681,29.213581085205078
46,82,14.57974417468248,17.24778175354004
46,73,10.761242398977586,15.33319091796875
46,235,11.30494767602574,14.663721084594727
46,213,7.299197426141543,13.94497299194336
46,218,19.669833134013473,21.046142578125
254,179,13.60417234381782,17.712488174438477
254,117,32.52447371177851,34.67987060546875
254,137,18.602281465329177,22.4502010345459
254,214,37.975605444305764,38.180057525634766
254,46,7.455572998040266,13.776386260986328
254,144,21.360798356065022,25.398195266723633
254,113,20.15839569642787,24.125537872314453
254,97,23.39632367457926,27.419937133789062
254,86,32.274392311539664,34.38270568847656
254,82,15.916595934768303,19.347021102905273
254,73,14.872578649520783,17.713708877563477
254,235,5.82618411942843,13.933212280273438
254,213,7.140745476315536,14.49979305267334
254,218,24.429292994651497,27.261436462402344
144,179,8.076441379375387,20.134931564331055
144,117,22.487665441398264,31.763671875
144,137,2.773099570064935,13.549113273620605
144,214,16.670422107018258,27.61397933959961
144,46,23.060785716930354,31.80927276611328
144,254,21.360798356065022,30.796993255615234
144,113,1.3168245387528732,8.901257514953613
144,97,3.8265154417735365,15.91589069366455
144,86,24.304389180399614,33.13578414916992
144,82,10.329179203131934,21.579256057739258
